iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002192,189.673,-0.189454,4.89846e+12,-5.66757e+09
2,9.1e-06,166.281,-0.166272,1.17994e+14,-6.45774e+09
3,8.9e-06,165.993,-0.165984,1.20645e+14,-6.46895e+09
4,6.9e-06,165.981,-0.165974,1.55615e+14,-6.46935e+09
5,6.4e-06,166.275,-0.166269,1.67772e+14,-6.45786e+09
6,8.2e-06,166.089,-0.166081,1.30944e+14,-6.46516e+09
7,6.9e-06,165.925,-0.165918,1.55615e+14,-6.47151e+09
8,1.46e-05,166.139,-0.166124,7.3544e+13,-6.46348e+09
9,6.3e-06,166.193,-0.166186,1.70435e+14,-6.46107e+09
10,7.8e-06,166.042,-0.166034,1.37659e+14,-6.46701e+09
11,1.2e-05,165.996,-0.165984,8.94785e+13,-6.46894e+09
12,7.9e-06,166.118,-0.16611,1.35917e+14,-6.46402e+09
13,7.9e-06,166.003,-0.165995,1.35917e+14,-6.4685e+09
14,6.1e-06,166.078,-0.166072,1.76023e+14,-6.46554e+09
15,6e-06,166.158,-0.166152,1.78957e+14,-6.46242e+09
16,7.2e-06,166,-0.165992,1.49131e+14,-6.46862e+09
