iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.002762,0.0001,0.0027619,9.49109e+07,9.49144e+07
2,0.0017048,0,0.0017048,1.53768e+08,1.53768e+08
3,0.0014058,0.0001,0.0014057,1.86473e+08,1.86486e+08
4,0.0015016,0,0.0015016,1.74576e+08,1.74576e+08
5,0.0014133,0.0001,0.0014132,1.85484e+08,1.85497e+08
6,0.0013638,0.0001,0.0013637,1.92216e+08,1.9223e+08
7,0.0014618,0.0001,0.0014617,1.7933e+08,1.79342e+08
8,0.0012865,0.0001,0.0012864,2.03765e+08,2.03781e+08
9,0.0015076,0.0001,0.0015075,1.73882e+08,1.73893e+08
10,0.0015225,0.0001,0.0015224,1.7218e+08,1.72191e+08
11,0.0013151,0.0001,0.001315,1.99334e+08,1.99349e+08
12,0.0012713,0.0001,0.0012712,2.06202e+08,2.06218e+08
13,0.0013818,0.0001,0.0013817,1.89712e+08,1.89726e+08
14,0.0012907,0.0001,0.0012906,2.03102e+08,2.03118e+08
15,0.0013008,0.0001,0.0013007,2.01525e+08,2.01541e+08
16,0.0013176,0.0001,0.0013175,1.98956e+08,1.98971e+08
