iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.166119,0.0002,0.166119,4.0398e+08,4.03981e+08
2,0.172951,0.0002,0.172951,3.88022e+08,3.88022e+08
3,0.173264,0.0002,0.173263,3.87322e+08,3.87323e+08
4,0.180787,0.0002,0.180787,3.71204e+08,3.71205e+08
5,0.170695,0.0002,0.170695,3.93151e+08,3.93151e+08
6,0.170281,0.0001,0.170281,3.94106e+08,3.94107e+08
7,0.164877,0.0001,0.164877,4.07025e+08,4.07025e+08
8,0.166581,0.0001,0.166581,4.02861e+08,4.02861e+08
9,0.171597,0.0001,0.171597,3.91084e+08,3.91084e+08
10,0.172448,0.0002,0.172448,3.89154e+08,3.89155e+08
11,0.166608,0.0001,0.166608,4.02794e+08,4.02794e+08
12,0.167044,0.0002,0.167044,4.01744e+08,4.01745e+08
13,0.163888,0.0001,0.163888,4.09479e+08,4.09479e+08
14,0.163058,0.0001,0.163058,4.11563e+08,4.11564e+08
15,0.169816,0.0002,0.169815,3.95187e+08,3.95187e+08
16,0.177245,0.0002,0.177245,3.78622e+08,3.78622e+08
