iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0005737,0.0854,0.0004883,4.56936e+08,5.3685e+08
2,0.0001105,0.0794,3.11e-05,2.37234e+09,8.42907e+09
3,0.0001082,0.0777,3.05e-05,2.42277e+09,8.59489e+09
4,0.0001028,0.0761,2.67e-05,2.55004e+09,9.81813e+09
5,0.0001043,0.0773,2.7e-05,2.51337e+09,9.70904e+09
6,0.0001024,0.0757,2.67e-05,2.56e+09,9.81813e+09
7,0.0001011,0.0754,2.57e-05,2.59292e+09,1.02002e+10
8,0.0001093,0.0834,2.59e-05,2.39839e+09,1.01214e+10
9,0.0001015,0.075,2.65e-05,2.5827e+09,9.89223e+09
10,0.0001073,0.082,2.53e-05,2.44309e+09,1.03614e+10
11,0.0001026,0.0757,2.69e-05,2.55501e+09,9.74513e+09
12,0.0001036,0.0772,2.64e-05,2.53035e+09,9.9297e+09
13,0.0001024,0.075,2.74e-05,2.56e+09,9.5673e+09
14,0.0001021,0.0757,2.64e-05,2.56752e+09,9.9297e+09
15,0.0001022,0.0762,2.6e-05,2.56501e+09,1.00825e+10
16,0.0001015,0.075,2.65e-05,2.5827e+09,9.89223e+09
