iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0255399,0.0002,0.0255397,3.28451e+08,3.28454e+08
2,0.0250519,0,0.0250519,3.34849e+08,3.34849e+08
3,0.0254472,0.0001,0.0254471,3.29648e+08,3.29649e+08
4,0.0250116,0.0001,0.0250115,3.35389e+08,3.3539e+08
5,0.0256023,0.0001,0.0256022,3.27651e+08,3.27652e+08
6,0.0246858,0.0001,0.0246857,3.39815e+08,3.39816e+08
7,0.0239924,0.0001,0.0239923,3.49636e+08,3.49638e+08
8,0.0248644,0.0001,0.0248643,3.37374e+08,3.37376e+08
9,0.0241938,0.0001,0.0241937,3.46726e+08,3.46727e+08
10,0.0244415,0.0001,0.0244414,3.43212e+08,3.43213e+08
11,0.0240924,0.0001,0.0240923,3.48185e+08,3.48186e+08
12,0.0243192,0.0001,0.0243191,3.44938e+08,3.44939e+08
13,0.0230172,0.0001,0.0230171,3.6445e+08,3.64451e+08
14,0.0233535,0.0001,0.0233534,3.59201e+08,3.59203e+08
15,0.0234477,0.0001,0.0234476,3.57758e+08,3.5776e+08
16,0.0229059,0.0001,0.0229058,3.6622e+08,3.66222e+08
