iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0122411,10.4105,0.0018306,5.48226e+09,3.66595e+10
2,0.0118077,10.4239,0.0013838,5.68348e+09,4.84961e+10
3,0.0118039,10.4213,0.0013826,5.68531e+09,4.85382e+10
4,0.0118037,10.4216,0.0013821,5.68541e+09,4.85557e+10
5,0.0117918,10.3958,0.001396,5.69115e+09,4.80723e+10
6,0.011804,10.4225,0.0013815,5.68526e+09,4.85768e+10
7,0.011857,10.4732,0.0013838,5.65985e+09,4.84961e+10
8,0.0117763,10.3944,0.0013819,5.69864e+09,4.85627e+10
9,0.0120791,10.8009,0.0012782,5.55578e+09,5.25026e+10
10,0.0118608,10.5253,0.0013355,5.65804e+09,5.025e+10
11,0.0123552,11.0882,0.001267,5.43163e+09,5.29667e+10
12,0.0119361,10.6556,0.0012805,5.62234e+09,5.24083e+10
13,0.0118892,10.5516,0.0013376,5.64452e+09,5.01711e+10
14,0.0123343,11.0673,0.001267,5.44083e+09,5.29667e+10
15,0.0124264,11.1465,0.0012799,5.40051e+09,5.24329e+10
16,0.0129144,10.843,0.0020714,5.19644e+09,3.23978e+10
