iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.188276,0.0002,0.188275,3.5644e+08,3.5644e+08
2,0.19275,0.0002,0.19275,3.48165e+08,3.48166e+08
3,0.195428,0.0003,0.195428,3.43395e+08,3.43395e+08
4,0.198539,0.0002,0.198539,3.38013e+08,3.38013e+08
5,0.198729,0.0002,0.198729,3.3769e+08,3.37691e+08
6,0.190382,0.0001,0.190382,3.52495e+08,3.52495e+08
7,0.193001,0.0001,0.193001,3.47712e+08,3.47713e+08
8,0.18501,0.0002,0.185009,3.62732e+08,3.62732e+08
9,0.191155,0.0002,0.191155,3.5107e+08,3.51071e+08
10,0.214848,0.0002,0.214847,3.12356e+08,3.12356e+08
11,0.196211,0.0001,0.19621,3.42025e+08,3.42025e+08
12,0.196053,0.0002,0.196053,3.423e+08,3.423e+08
13,0.192243,0.0004,0.192243,3.49084e+08,3.49084e+08
14,0.191515,0.0002,0.191514,3.50411e+08,3.50412e+08
15,0.198568,0.0001,0.198568,3.37964e+08,3.37964e+08
16,0.191068,0.0002,0.191068,3.5123e+08,3.51231e+08
