iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002032,12.9023,-0.0126991,3.3026e+11,-5.28454e+09
2,7.2e-06,10.8971,-0.0108899,9.32068e+12,-6.16249e+09
3,5.5e-06,10.7379,-0.0107324,1.22016e+13,-6.25292e+09
4,5.3e-06,10.7071,-0.0107018,1.2662e+13,-6.2708e+09
5,5.1e-06,10.7302,-0.0107251,1.31586e+13,-6.25718e+09
6,1.94e-05,10.6999,-0.0106805,3.45922e+12,-6.28331e+09
7,5e-06,10.5694,-0.0105644,1.34218e+13,-6.35236e+09
8,5.3e-06,10.5029,-0.0104976,1.2662e+13,-6.39278e+09
9,5.2e-06,10.5145,-0.0105093,1.29056e+13,-6.38566e+09
10,5.2e-06,10.4786,-0.0104734,1.29056e+13,-6.40755e+09
11,5.1e-06,10.5196,-0.0105145,1.31586e+13,-6.38251e+09
12,5.1e-06,10.4682,-0.0104631,1.31586e+13,-6.41386e+09
13,5.2e-06,10.5673,-0.0105621,1.29056e+13,-6.35374e+09
14,5.4e-06,10.4712,-0.0104658,1.24276e+13,-6.41221e+09
15,5.1e-06,10.4806,-0.0104755,1.31586e+13,-6.40627e+09
16,5.2e-06,10.7195,-0.0107143,1.29056e+13,-6.26349e+09
