iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.000221,3.4928,-0.0032718,3.70679e+07,-2.50382e+06
2,4.21e-05,3.4892,-0.0034471,1.94584e+08,-2.37649e+06
3,3.86e-05,3.5336,-0.003495,2.12228e+08,-2.34392e+06
4,3.75e-05,3.7139,-0.0036764,2.18453e+08,-2.22827e+06
5,0.0001043,3.5472,-0.0034429,7.85427e+07,-2.37939e+06
6,3.76e-05,3.6186,-0.003581,2.17872e+08,-2.28763e+06
7,4.56e-05,3.5849,-0.0035393,1.79649e+08,-2.31458e+06
8,4.04e-05,3.667,-0.0036266,2.02772e+08,-2.25887e+06
9,0.000103,3.5218,-0.0034188,7.9534e+07,-2.39616e+06
10,3.85e-05,3.5304,-0.0034919,2.12779e+08,-2.346e+06
11,3.88e-05,3.5518,-0.003513,2.11134e+08,-2.33191e+06
12,3.88e-05,3.603,-0.0035642,2.11134e+08,-2.29841e+06
13,3.78e-05,3.4766,-0.0034388,2.1672e+08,-2.38223e+06
14,3.67e-05,3.4903,-0.0034536,2.23215e+08,-2.37202e+06
15,3.79e-05,3.3857,-0.0033478,2.16148e+08,-2.44698e+06
16,3.78e-05,3.5216,-0.0034838,2.1672e+08,-2.35146e+06
