iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0156862,15.4161,0.0002701,6.6847e+07,3.88218e+09
2,0.0154698,15.3161,0.0001537,6.77821e+07,6.82223e+09
3,0.015564,15.422,0.000142,6.73719e+07,7.38434e+09
4,0.0162367,16.0868,0.0001499,6.45806e+07,6.99517e+09
5,0.0159233,15.7788,0.0001445,6.58517e+07,7.25658e+09
6,0.0157098,15.5633,0.0001465,6.67466e+07,7.15752e+09
7,0.0155371,15.396,0.0001411,6.74885e+07,7.43144e+09
8,0.0154555,15.3148,0.0001407,6.78448e+07,7.45257e+09
9,0.0157049,15.5466,0.0001583,6.67674e+07,6.62398e+09
10,0.0157908,15.6506,0.0001402,6.64042e+07,7.47914e+09
11,0.0154236,15.2817,0.0001419,6.79852e+07,7.38954e+09
12,0.0150827,14.9447,0.000138,6.95218e+07,7.59838e+09
13,0.0150486,14.9046,0.000144,6.96793e+07,7.28178e+09
14,0.0154914,15.3494,0.000142,6.76876e+07,7.38434e+09
15,0.0154308,15.291,0.0001398,6.79534e+07,7.50054e+09
16,0.015345,15.2072,0.0001378,6.83334e+07,7.6094e+09
