iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0023066,2.0343,0.0002723,3.55155e+06,3.00845e+07
2,0.0020091,1.9605,4.86e-05,4.07745e+06,1.6856e+08
3,0.0020877,2.0328,5.49e-05,3.92394e+06,1.49217e+08
4,0.0020277,1.915,0.0001127,4.04005e+06,7.26886e+07
5,0.0019488,1.9052,4.36e-05,4.20361e+06,1.8789e+08
6,0.0021872,2.1439,4.33e-05,3.74543e+06,1.89192e+08
7,0.0022262,1.908,0.0003182,3.67981e+06,2.57448e+07
8,0.0020877,2.0391,4.86e-05,3.92394e+06,1.6856e+08
9,0.0022914,2.2472,4.42e-05,3.57511e+06,1.85339e+08
10,0.0020954,1.9808,0.0001146,3.90952e+06,7.14834e+07
11,0.0019477,1.9023,4.54e-05,4.20599e+06,1.80441e+08
12,0.0022214,2.1781,4.33e-05,3.68776e+06,1.89192e+08
13,0.0020954,1.9816,0.0001138,3.90952e+06,7.19859e+07
14,0.0020233,1.9796,4.37e-05,4.04883e+06,1.8746e+08
15,0.00214,2.097,4.3e-05,3.82804e+06,1.90512e+08
16,0.0022833,2.0844,0.0001989,3.58779e+06,4.11865e+07
