iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0331758,32.5778,0.000598,2.52853e+08,1.40278e+10
2,0.0332498,32.9394,0.0003104,2.5229e+08,2.70252e+10
3,0.0322151,31.7577,0.0004574,2.60394e+08,1.83398e+10
4,0.0300555,29.7284,0.0003271,2.79104e+08,2.56454e+10
5,0.0309042,30.638,0.0002662,2.71439e+08,3.15124e+10
6,0.0304508,30.1463,0.0003045,2.75481e+08,2.75488e+10
7,0.0311502,30.8836,0.0002666,2.69295e+08,3.14651e+10
8,0.0300535,29.7479,0.0003056,2.79122e+08,2.74496e+10
9,0.0310138,30.7802,0.0002336,2.7048e+08,3.59101e+10
10,0.0297549,29.4451,0.0003098,2.81924e+08,2.70775e+10
11,0.0307692,30.5343,0.0002349,2.7263e+08,3.57114e+10
12,0.0309544,30.6512,0.0003032,2.70999e+08,2.76669e+10
13,0.0312476,30.9416,0.000306,2.68456e+08,2.74138e+10
14,0.0299869,29.6569,0.00033,2.79742e+08,2.542e+10
15,0.0309259,30.6858,0.0002401,2.71249e+08,3.4938e+10
16,0.0317145,31.4033,0.0003112,2.64504e+08,2.69557e+10
