iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002179,189.868,-0.18965,4.92768e+12,-5.66169e+09
2,1.01e-05,165.896,-0.165886,1.06311e+14,-6.47277e+09
3,7e-06,165.982,-0.165975,1.53392e+14,-6.4693e+09
4,6.2e-06,165.752,-0.165746,1.73184e+14,-6.47823e+09
5,7.7e-06,166.212,-0.166204,1.39447e+14,-6.46037e+09
6,8.6e-06,165.805,-0.165797,1.24854e+14,-6.47626e+09
7,6.4e-06,165.956,-0.165949,1.67772e+14,-6.4703e+09
8,6e-06,166.201,-0.166195,1.78957e+14,-6.46074e+09
9,8.7e-06,165.946,-0.165937,1.23419e+14,-6.47078e+09
10,6.4e-06,165.802,-0.165795,1.67772e+14,-6.47631e+09
11,1.28e-05,166.161,-0.166148,8.38861e+13,-6.46257e+09
12,8.4e-06,166.472,-0.166463,1.27826e+14,-6.45032e+09
13,6.8e-06,166.66,-0.166653,1.57903e+14,-6.44297e+09
14,6.8e-06,167.132,-0.167125,1.57903e+14,-6.42478e+09
15,6.9e-06,166.245,-0.166238,1.55615e+14,-6.45908e+09
16,7.7e-06,166.625,-0.166618,1.39447e+14,-6.44434e+09
