iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0001408,0.0001,0.0001407,5.81818e+07,5.82232e+07
2,0.0001614,0.0001,0.0001613,5.07559e+07,5.07874e+07
3,0.0001567,0,0.0001567,5.22782e+07,5.22782e+07
4,0.0001487,0.0001,0.0001486,5.50908e+07,5.51279e+07
5,0.0001506,0.0001,0.0001505,5.43958e+07,5.44319e+07
6,0.0001449,0.0001,0.0001448,5.65355e+07,5.65746e+07
7,0.0001473,0,0.0001473,5.56144e+07,5.56144e+07
8,0.0001421,0,0.0001421,5.76495e+07,5.76495e+07
9,0.000146,0,0.000146,5.61096e+07,5.61096e+07
10,0.0001414,0,0.0001414,5.79349e+07,5.79349e+07
11,0.0001451,0.0001,0.000145,5.64576e+07,5.64966e+07
12,0.0001398,0,0.0001398,5.8598e+07,5.8598e+07
13,0.0001458,0,0.0001458,5.61866e+07,5.61866e+07
14,0.0001428,0,0.0001428,5.73669e+07,5.73669e+07
15,0.0001419,0,0.0001419,5.77308e+07,5.77308e+07
16,0.0001358,0,0.0001358,6.0324e+07,6.0324e+07
