iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0007104,2.862,-0.0021516,1.18083e+10,-3.89878e+09
2,0.0002654,2.8768,-0.0026114,3.16074e+10,-3.2123e+09
3,0.000247,2.8195,-0.0025725,3.3962e+10,-3.26088e+09
4,0.0002627,2.9596,-0.0026969,3.19323e+10,-3.11046e+09
5,0.0002502,2.8409,-0.0025907,3.35276e+10,-3.23797e+09
6,0.0002458,2.7922,-0.0025464,3.41278e+10,-3.2943e+09
7,0.000246,2.811,-0.002565,3.41e+10,-3.27041e+09
8,0.0002462,2.8123,-0.0025661,3.40723e+10,-3.26901e+09
9,0.0002485,2.8417,-0.0025932,3.3757e+10,-3.23485e+09
10,0.0002477,2.7896,-0.0025419,3.3866e+10,-3.30013e+09
11,0.0002486,2.8119,-0.0025633,3.37434e+10,-3.27258e+09
12,0.0002458,2.8152,-0.0025694,3.41278e+10,-3.26481e+09
13,0.0002461,2.7953,-0.0025492,3.40862e+10,-3.29068e+09
14,0.0002456,2.8681,-0.0026225,3.41556e+10,-3.19871e+09
15,0.0002498,2.8032,-0.0025534,3.35813e+10,-3.28527e+09
16,0.0002478,2.7989,-0.0025511,3.38523e+10,-3.28823e+09
