iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0022691,0.0001,0.002269,1.15528e+08,1.15533e+08
2,0.0018768,0.0002,0.0018766,1.39676e+08,1.39691e+08
3,0.0014138,0,0.0014138,1.85418e+08,1.85418e+08
4,0.0013733,0.0001,0.0013732,1.90886e+08,1.909e+08
5,0.0014484,0.0001,0.0014483,1.80989e+08,1.81001e+08
6,0.0014264,0.0001,0.0014263,1.8378e+08,1.83793e+08
7,0.0018409,0.0002,0.0018407,1.424e+08,1.42415e+08
8,0.0016522,0.0001,0.0016521,1.58664e+08,1.58673e+08
9,0.0015144,0.0001,0.0015143,1.73101e+08,1.73112e+08
10,0.0013687,0.0001,0.0013686,1.91528e+08,1.91542e+08
11,0.0021272,0.0003,0.0021269,1.23234e+08,1.23252e+08
12,0.0012185,0.0001,0.0012184,2.15137e+08,2.15154e+08
13,0.0013757,0.0001,0.0013756,1.90553e+08,1.90567e+08
14,0.0012471,0,0.0012471,2.10203e+08,2.10203e+08
15,0.0016464,0.0001,0.0016463,1.59223e+08,1.59232e+08
16,0.0016106,0.0002,0.0016104,1.62762e+08,1.62782e+08
