iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,14.3714,0.0003,14.3714,7.47138e+07,7.47138e+07
2,15.606,0.0002,15.606,6.8803e+07,6.8803e+07
3,15.5547,0.0002,15.5547,6.90303e+07,6.90303e+07
4,15.3836,0.0002,15.3836,6.9798e+07,6.9798e+07
5,15.3747,0.0003,15.3747,6.98381e+07,6.98381e+07
6,15.1562,0.0003,15.1562,7.08452e+07,7.08452e+07
7,15.0611,0.0002,15.0611,7.12922e+07,7.12922e+07
8,14.8864,0.0001,14.8864,7.21288e+07,7.21288e+07
9,14.6257,0.0002,14.6257,7.34145e+07,7.34145e+07
10,14.5266,0.0002,14.5266,7.39156e+07,7.39156e+07
11,14.4275,0.0003,14.4275,7.44232e+07,7.44232e+07
12,14.5162,0.0002,14.5162,7.39687e+07,7.39687e+07
13,14.4435,0.0002,14.4435,7.43408e+07,7.43408e+07
14,14.3568,0.0006,14.3568,7.47899e+07,7.47899e+07
15,14.2944,0.0001,14.2944,7.51164e+07,7.51164e+07
16,14.2141,0.0002,14.2141,7.55404e+07,7.55404e+07
