iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,3.04852,0.0002,3.04852,3.52218e+08,3.52218e+08
2,3.0766,0.0002,3.0766,3.49003e+08,3.49003e+08
3,3.1185,0.0002,3.1185,3.44313e+08,3.44313e+08
4,3.06881,0.0002,3.06881,3.49889e+08,3.49889e+08
5,3.14382,0.0003,3.14382,3.41541e+08,3.41541e+08
6,3.04412,0.0002,3.04412,3.52727e+08,3.52727e+08
7,3.09843,0.0001,3.09843,3.46544e+08,3.46544e+08
8,3.04197,0.0002,3.04197,3.52976e+08,3.52976e+08
9,3.04447,0.0002,3.04447,3.52686e+08,3.52686e+08
10,3.10135,0.0002,3.10135,3.46218e+08,3.46218e+08
11,3.06084,0.0002,3.06084,3.508e+08,3.508e+08
12,3.04871,0.0002,3.04871,3.52195e+08,3.52195e+08
13,3.03746,0.0002,3.03746,3.535e+08,3.535e+08
14,2.97826,0.0002,2.97826,3.60526e+08,3.60526e+08
15,2.93604,0.0002,2.93604,3.65711e+08,3.65711e+08
16,2.94199,0.0002,2.94199,3.64971e+08,3.64971e+08
