iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0001168,0.0001,0.0001167,7.0137e+07,7.01971e+07
2,0.0001252,0.0001,0.0001251,6.54313e+07,6.54836e+07
3,0.0001331,0.0001,0.000133,6.15477e+07,6.1594e+07
4,0.0001258,0.0001,0.0001257,6.51192e+07,6.5171e+07
5,0.0001363,0,0.0001363,6.01027e+07,6.01027e+07
6,0.0001303,0,0.0001303,6.28703e+07,6.28703e+07
7,0.0001202,0,0.0001202,6.81531e+07,6.81531e+07
8,0.0001257,0,0.0001257,6.5171e+07,6.5171e+07
9,0.0001189,0,0.0001189,6.88982e+07,6.88982e+07
10,0.0001242,0.0001,0.0001241,6.59581e+07,6.60113e+07
11,0.0001181,0,0.0001181,6.93649e+07,6.93649e+07
12,0.0001173,0.0001,0.0001172,6.9838e+07,6.98976e+07
13,0.0001228,0,0.0001228,6.67101e+07,6.67101e+07
14,0.0001158,0.0001,0.0001157,7.07427e+07,7.08038e+07
15,0.0001221,0,0.0001221,6.70925e+07,6.70925e+07
16,0.0001415,0.0001,0.0001414,5.7894e+07,5.79349e+07
