iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002396,0.0293,0.0002103,3.41903e+07,3.89539e+07
2,4.54e-05,0.0186,2.68e-05,1.80441e+08,3.05672e+08
3,4.03e-05,0.0169,2.34e-05,2.03275e+08,3.50085e+08
4,4.09e-05,0.017,2.39e-05,2.00293e+08,3.42762e+08
5,4.08e-05,0.017,2.38e-05,2.00784e+08,3.44202e+08
6,4.51e-05,0.0196,2.55e-05,1.81641e+08,3.21255e+08
7,4.07e-05,0.0165,2.42e-05,2.01278e+08,3.38512e+08
8,4.82e-05,0.0184,2.98e-05,1.69959e+08,2.74899e+08
9,4.03e-05,0.0165,2.38e-05,2.03275e+08,3.44202e+08
10,3.94e-05,0.0164,2.3e-05,2.07919e+08,3.56174e+08
11,4.04e-05,0.0167,2.37e-05,2.02772e+08,3.45654e+08
12,3.93e-05,0.0163,2.3e-05,2.08448e+08,3.56174e+08
13,4.38e-05,0.0198,2.4e-05,1.87032e+08,3.41333e+08
14,4.1e-05,0.0168,2.42e-05,1.99805e+08,3.38512e+08
15,3.95e-05,0.0165,2.3e-05,2.07392e+08,3.56174e+08
16,4.06e-05,0.0171,2.35e-05,2.01773e+08,3.48596e+08
