iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0005648,61.0449,-0.0604801,1.48524e+10,-1.387e+08
2,0.0003289,60.6023,-0.0602734,2.5505e+10,-1.39176e+08
3,0.0003285,60.6063,-0.0602778,2.55361e+10,-1.39166e+08
4,0.0003288,61.0597,-0.0607309,2.55128e+10,-1.38128e+08
5,0.0004615,61.4227,-0.0609612,1.81768e+10,-1.37606e+08
6,0.0003541,61.0007,-0.0606466,2.36899e+10,-1.3832e+08
7,0.0003271,60.3701,-0.060043,2.56454e+10,-1.3971e+08
8,0.0003229,60.1532,-0.0598303,2.5979e+10,-1.40207e+08
9,0.000324,59.6328,-0.0593088,2.58908e+10,-1.4144e+08
10,0.0003191,61.3144,-0.0609953,2.62883e+10,-1.37529e+08
11,0.0003261,60.5194,-0.0601933,2.5724e+10,-1.39361e+08
12,0.0003251,60.3387,-0.0600136,2.58032e+10,-1.39778e+08
13,0.0003195,60.8883,-0.0605688,2.62554e+10,-1.38497e+08
14,0.0004141,60.8998,-0.0604857,2.02574e+10,-1.38687e+08
15,0.00033,60.1763,-0.0598463,2.542e+10,-1.40169e+08
16,0.0003275,60.4364,-0.0601089,2.56141e+10,-1.39557e+08
