iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0019767,1.3859,0.0005908,4.24374e+09,1.41987e+10
2,0.0016292,1.4267,0.0002025,5.14891e+09,4.14252e+10
3,0.0019703,1.7717,0.0001986,4.25753e+09,4.22387e+10
4,0.0016683,1.3948,0.0002735,5.02824e+09,3.06713e+10
5,0.0015947,1.3937,0.000201,5.2603e+09,4.17344e+10
6,0.0018077,1.6107,0.000197,4.64049e+09,4.25818e+10
7,0.0017735,1.4966,0.0002769,4.72997e+09,3.02947e+10
8,0.0016597,1.3908,0.0002689,5.05429e+09,3.1196e+10
9,0.0016025,1.4008,0.0002017,5.2347e+09,4.15895e+10
10,0.0017706,1.5722,0.0001984,4.73772e+09,4.22813e+10
11,0.0016693,1.3986,0.0002707,5.02522e+09,3.09886e+10
12,0.0016584,1.3929,0.0002655,5.05825e+09,3.15955e+10
13,0.0015854,1.3845,0.0002009,5.29116e+09,4.17551e+10
14,0.00179,1.5904,0.0001996,4.68637e+09,4.20271e+10
15,0.0016645,1.3965,0.000268,5.03972e+09,3.13008e+10
16,0.001649,1.3836,0.0002654,5.08709e+09,3.16074e+10
