iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,2.60411,0.0002,2.60411,4.12325e+08,4.12325e+08
2,2.74071,0.0001,2.74071,3.91775e+08,3.91775e+08
3,2.71628,0.0001,2.71628,3.95298e+08,3.95298e+08
4,2.69604,0.0001,2.69604,3.98266e+08,3.98266e+08
5,2.70096,0.0002,2.70096,3.9754e+08,3.9754e+08
6,2.67805,0.0001,2.67805,4.00942e+08,4.00942e+08
7,2.70961,0.0001,2.70961,3.96272e+08,3.96272e+08
8,2.67141,0.0001,2.67141,4.01939e+08,4.01939e+08
9,2.63763,0.0001,2.63763,4.07086e+08,4.07086e+08
10,2.6706,0.0001,2.6706,4.0206e+08,4.0206e+08
11,2.65559,0.0001,2.65559,4.04332e+08,4.04332e+08
12,2.65697,0.0001,2.65697,4.04123e+08,4.04123e+08
13,2.66168,0.0002,2.66168,4.03408e+08,4.03408e+08
14,2.65719,0.0002,2.65719,4.04089e+08,4.04089e+08
15,2.62486,0.0002,2.62486,4.09066e+08,4.09066e+08
16,2.62051,0.0001,2.62051,4.09746e+08,4.09746e+08
