iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0021252,1.8522,0.000273,3.8547e+06,3.00073e+07
2,0.0019342,1.8891,4.51e-05,4.23534e+06,1.81641e+08
3,0.0019696,1.9266,4.3e-05,4.15922e+06,1.90512e+08
4,0.0018757,1.767,0.0001087,4.36744e+06,7.53634e+07
5,0.0018429,1.799,4.39e-05,4.44517e+06,1.86606e+08
6,0.0022471,2.2004,4.67e-05,3.64559e+06,1.75418e+08
7,0.0019078,1.7787,0.0001291,4.29395e+06,6.34547e+07
8,0.0018635,1.8215,4.2e-05,4.39603e+06,1.95048e+08
9,0.0019392,1.8972,4.2e-05,4.22442e+06,1.95048e+08
10,0.0022199,1.8612,0.0003587,3.69026e+06,2.2838e+07
11,0.0018792,1.8365,4.27e-05,4.3593e+06,1.9185e+08
12,0.0018145,1.7738,4.07e-05,4.51474e+06,2.01278e+08
13,0.0019581,1.9165,4.16e-05,4.18365e+06,1.96923e+08
14,0.002015,1.8162,0.0001988,4.06551e+06,4.12072e+07
15,0.0018523,1.7922,6.01e-05,4.42261e+06,1.36306e+08
16,0.0019592,1.9177,4.15e-05,4.1813e+06,1.97398e+08
