iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0283305,332.923,-0.304592,3.79006e+10,-3.52517e+09
2,0.0279555,332.795,-0.304839,3.8409e+10,-3.52232e+09
3,0.0278922,332.293,-0.304401,3.84961e+10,-3.5274e+09
4,0.0279512,332.598,-0.304647,3.84149e+10,-3.52454e+09
5,0.0278922,332.708,-0.304815,3.84961e+10,-3.5226e+09
6,0.0279605,332.387,-0.304427,3.84021e+10,-3.5271e+09
7,0.0279607,333.01,-0.305049,3.84018e+10,-3.5199e+09
8,0.0278939,331.578,-0.303684,3.84938e+10,-3.53572e+09
9,0.0279531,333.002,-0.305049,3.84123e+10,-3.5199e+09
10,0.0279507,332.493,-0.304542,3.84156e+10,-3.52576e+09
11,0.0280619,331.1,-0.303038,3.82633e+10,-3.54325e+09
12,0.0278938,330.373,-0.302479,3.84939e+10,-3.5498e+09
13,0.0279521,330.582,-0.30263,3.84136e+10,-3.54803e+09
14,0.0279498,330.223,-0.302273,3.84168e+10,-3.55222e+09
15,0.0278882,330.282,-0.302394,3.85017e+10,-3.55081e+09
16,0.0279529,330.044,-0.302091,3.84125e+10,-3.55436e+09
