iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0128594,12.6416,0.0002178,5.21866e+09,3.08122e+11
2,0.0105096,10.4995,1.01e-05,6.38548e+09,6.64444e+12
3,0.0104791,10.4707,8.4e-06,6.40407e+09,7.98915e+12
4,0.010506,10.498,8e-06,6.38767e+09,8.38861e+12
5,0.0106561,10.6485,7.6e-06,6.29769e+09,8.83011e+12
6,0.0112711,11.2631,8e-06,5.95407e+09,8.38861e+12
7,0.0105968,10.5827,1.41e-05,6.33294e+09,4.75949e+12
8,0.0105334,10.5242,9.2e-06,6.37105e+09,7.29444e+12
9,0.010528,10.5188,9.2e-06,6.37432e+09,7.29444e+12
10,0.0106479,10.6395,8.4e-06,6.30254e+09,7.98915e+12
11,0.0106276,10.6183,9.3e-06,6.31458e+09,7.21601e+12
12,0.0105642,10.5544,9.8e-06,6.35248e+09,6.84784e+12
13,0.0105531,10.5447,8.4e-06,6.35916e+09,7.98915e+12
14,0.010533,10.5251,7.9e-06,6.3713e+09,8.49479e+12
15,0.0104713,10.4631,8.2e-06,6.40884e+09,8.18401e+12
16,0.0104936,10.4857,7.9e-06,6.39522e+09,8.49479e+12
