iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0264029,0.0001,0.0264028,3.17715e+08,3.17717e+08
2,0.0292212,0.0003,0.0292209,2.87073e+08,2.87076e+08
3,0.0268606,0.0001,0.0268605,3.12302e+08,3.12303e+08
4,0.0316841,0.0001,0.031684,2.64758e+08,2.64758e+08
5,0.0280652,0.0002,0.028065,2.98897e+08,2.98899e+08
6,0.0279108,0.0001,0.0279107,3.00551e+08,3.00552e+08
7,0.0258941,0.0001,0.025894,3.23958e+08,3.2396e+08
8,0.0268856,0.0001,0.0268855,3.12011e+08,3.12012e+08
9,0.025432,0.0003,0.0254317,3.29845e+08,3.29848e+08
10,0.0282124,0.0001,0.0282123,2.97338e+08,2.97339e+08
11,0.0257041,0,0.0257041,3.26353e+08,3.26353e+08
12,0.0265226,0.0001,0.0265225,3.16282e+08,3.16283e+08
13,0.0257293,0.0002,0.0257291,3.26033e+08,3.26036e+08
14,0.025309,0.0001,0.0253089,3.31448e+08,3.31449e+08
15,0.0270638,0.0003,0.0270635,3.09957e+08,3.0996e+08
16,0.0260812,0.0001,0.0260811,3.21634e+08,3.21636e+08
