iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0006721,0.2777,0.0003944,1.56015e+09,2.65866e+09
2,0.0003127,0.263,4.97e-05,3.3533e+09,2.10981e+10
3,0.0003065,0.2599,4.66e-05,3.42113e+09,2.25016e+10
4,0.0003011,0.2543,4.68e-05,3.48248e+09,2.24055e+10
5,0.000303,0.2572,4.58e-05,3.46065e+09,2.28947e+10
6,0.0002986,0.2534,4.52e-05,3.51164e+09,2.31986e+10
7,0.0003094,0.2611,4.83e-05,3.38906e+09,2.17096e+10
8,0.0002999,0.2544,4.55e-05,3.49642e+09,2.30456e+10
9,0.0003102,0.2639,4.63e-05,3.38032e+09,2.26474e+10
10,0.000303,0.2581,4.49e-05,3.46065e+09,2.33536e+10
11,0.0003076,0.2606,4.7e-05,3.40889e+09,2.23101e+10
12,0.0003067,0.2616,4.51e-05,3.4189e+09,2.325e+10
13,0.0003115,0.2651,4.64e-05,3.36622e+09,2.25986e+10
14,0.0003461,0.3006,4.55e-05,3.02969e+09,2.30456e+10
15,0.0003972,0.3502,4.7e-05,2.63992e+09,2.23101e+10
16,0.0004579,0.3481,0.0001098,2.28997e+09,9.54987e+09
