iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0007791,0.4054,0.0003737,1.34588e+09,2.80593e+09
2,0.0002839,0.2767,7.2e-06,3.69347e+09,1.45636e+11
3,0.0002895,0.284,5.5e-06,3.62202e+09,1.9065e+11
4,0.0002815,0.2759,5.6e-06,3.72496e+09,1.87246e+11
5,0.0002774,0.2727,4.7e-06,3.78001e+09,2.23101e+11
6,0.0002715,0.2672,4.3e-06,3.86216e+09,2.43855e+11
7,0.0002735,0.2686,4.9e-06,3.83392e+09,2.13995e+11
8,0.0002771,0.2685,8.6e-06,3.78411e+09,1.21927e+11
9,0.0002737,0.2685,5.2e-06,3.83111e+09,2.01649e+11
10,0.0002732,0.2684,4.8e-06,3.83813e+09,2.18453e+11
11,0.0002724,0.2679,4.5e-06,3.8494e+09,2.33017e+11
12,0.0002753,0.2701,5.2e-06,3.80885e+09,2.01649e+11
13,0.0002932,0.2888,4.4e-06,3.57632e+09,2.38313e+11
14,0.00031,0.3054,4.6e-06,3.3825e+09,2.27951e+11
15,0.0003139,0.3095,4.4e-06,3.34048e+09,2.38313e+11
16,0.0002937,0.2883,5.4e-06,3.57023e+09,1.94181e+11
