iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0048254,0.0002,0.0048252,2.17303e+08,2.17312e+08
2,0.0038051,0.0001,0.003805,2.75571e+08,2.75578e+08
3,0.0043955,0.0001,0.0043954,2.38557e+08,2.38562e+08
4,0.0037225,0.0001,0.0037224,2.81686e+08,2.81694e+08
5,0.004209,0.0001,0.0042089,2.49127e+08,2.49133e+08
6,0.0038488,0.0001,0.0038487,2.72442e+08,2.72449e+08
7,0.0045242,0.0002,0.004524,2.3177e+08,2.31781e+08
8,0.0048444,0.0001,0.0048443,2.16451e+08,2.16456e+08
9,0.0041684,0.0001,0.0041683,2.51554e+08,2.5156e+08
10,0.0044236,0.0002,0.0044234,2.37041e+08,2.37052e+08
11,0.0039832,0.0002,0.003983,2.6325e+08,2.63263e+08
12,0.0047736,0.0001,0.0047735,2.19661e+08,2.19666e+08
13,0.0048211,0.0002,0.0048209,2.17497e+08,2.17506e+08
14,0.0045914,0.0004,0.004591,2.28378e+08,2.28398e+08
15,0.0043182,0.0002,0.004318,2.42827e+08,2.42838e+08
16,0.0045422,0.0002,0.004542,2.30852e+08,2.30862e+08
