iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.186351,165.467,0.0208838,5.76194e+09,5.14151e+10
2,0.187208,166.706,0.0205024,5.73554e+09,5.23715e+10
3,0.185828,165.257,0.020571,5.77814e+09,5.21969e+10
4,0.188255,167.754,0.0205014,5.70365e+09,5.23741e+10
5,0.185726,165.161,0.0205652,5.78131e+09,5.22116e+10
6,0.186613,166.116,0.0204976,5.75383e+09,5.23838e+10
7,0.18617,165.676,0.0204944,5.76752e+09,5.2392e+10
8,0.185802,165.249,0.0205528,5.77895e+09,5.22431e+10
9,0.188959,168.463,0.0204966,5.6824e+09,5.23863e+10
10,0.186056,165.151,0.0209056,5.77106e+09,5.13614e+10
11,0.186955,166.452,0.0205032,5.74332e+09,5.23695e+10
12,0.185778,165.279,0.0204994,5.7797e+09,5.23792e+10
13,0.186588,166.083,0.0205057,5.7546e+09,5.23631e+10
14,0.185715,165.149,0.020566,5.78168e+09,5.22096e+10
15,0.187502,167.012,0.0204897,5.72657e+09,5.2404e+10
16,0.18582,165.257,0.0205621,5.77841e+09,5.22195e+10
