iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.190817,190.585,0.0002311,5.62709e+09,4.64622e+12
2,0.166745,166.731,1.38e-05,6.43944e+09,7.78074e+13
3,0.168046,168.035,1.04e-05,6.38958e+09,1.03244e+14
4,0.166043,166.03,1.36e-05,6.46663e+09,7.89516e+13
5,0.166671,166.657,1.43e-05,6.44227e+09,7.50868e+13
6,0.166942,166.929,1.35e-05,6.43182e+09,7.95364e+13
7,0.166928,166.918,1.03e-05,6.43236e+09,1.04247e+14
8,0.166982,166.968,1.4e-05,6.43028e+09,7.66958e+13
9,0.168103,168.092,1.11e-05,6.3874e+09,9.67335e+13
10,0.16731,167.296,1.42e-05,6.41768e+09,7.56156e+13
11,0.166797,166.783,1.4e-05,6.43743e+09,7.66958e+13
12,0.166769,166.756,1.3e-05,6.43852e+09,8.25955e+13
13,0.168622,168.613,9.7e-06,6.36774e+09,1.10695e+14
14,0.166945,166.932,1.29e-05,6.43173e+09,8.32358e+13
15,0.169466,169.453,1.32e-05,6.33603e+09,8.13441e+13
16,0.167056,167.04,1.59e-05,6.42744e+09,6.75309e+13
