iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0023341,20.8587,-0.0185246,2.87515e+10,-3.62269e+09
2,0.0019025,20.9532,-0.0190507,3.5274e+10,-3.52265e+09
3,0.0019021,20.8529,-0.0189508,3.52815e+10,-3.54122e+09
4,0.0019003,20.8218,-0.0189215,3.53149e+10,-3.5467e+09
5,0.0019016,20.8712,-0.0189696,3.52907e+10,-3.53771e+09
6,0.001899,20.822,-0.018923,3.53391e+10,-3.54642e+09
7,0.001899,20.9033,-0.0190043,3.53391e+10,-3.53125e+09
8,0.0019003,20.8494,-0.0189491,3.53149e+10,-3.54153e+09
9,0.0018998,20.8793,-0.0189795,3.53242e+10,-3.53586e+09
10,0.0019005,20.9198,-0.0190193,3.53112e+10,-3.52846e+09
11,0.0018988,20.8759,-0.0189771,3.53428e+10,-3.53631e+09
12,0.0017658,20.8347,-0.0190689,3.80048e+10,-3.51928e+09
13,0.0017657,20.8641,-0.0190984,3.80069e+10,-3.51385e+09
14,0.0017643,20.8652,-0.0191009,3.80371e+10,-3.51339e+09
15,0.0017656,20.875,-0.0191094,3.80091e+10,-3.51182e+09
16,0.0017658,20.8398,-0.019074,3.80048e+10,-3.51834e+09
