iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0046315,0.0002,0.0046313,5.66002e+07,5.66027e+07
2,0.0056001,0.0002,0.0055999,4.68106e+07,4.68123e+07
3,0.0060438,0.0003,0.0060435,4.3374e+07,4.33762e+07
4,0.0055828,0.0003,0.0055825,4.69556e+07,4.69582e+07
5,0.0049901,0.0002,0.0049899,5.25328e+07,5.25349e+07
6,0.0048444,0.0006,0.0048438,5.41128e+07,5.41195e+07
7,0.0048802,0.0004,0.0048798,5.37158e+07,5.37202e+07
8,0.0053706,0.0004,0.0053702,4.88109e+07,4.88146e+07
9,0.0042012,0.0002,0.004201,6.23974e+07,6.24004e+07
10,0.0047259,0.0002,0.0047257,5.54696e+07,5.5472e+07
11,0.0038081,0.0006,0.0038075,6.88385e+07,6.88494e+07
12,0.0050868,0.0003,0.0050865,5.15342e+07,5.15372e+07
13,0.0048129,0.0003,0.0048126,5.4467e+07,5.44703e+07
14,0.0038416,0.0002,0.0038414,6.82382e+07,6.82418e+07
15,0.0051997,0.0003,0.0051994,5.04152e+07,5.04181e+07
16,0.0052151,0.0003,0.0052148,5.02663e+07,5.02692e+07
