iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0004797,0.0982,0.0003815,5.46475e+08,6.8714e+08
2,0.0001373,0.0978,3.95e-05,1.90928e+09,6.63656e+09
3,0.0001217,0.0865,3.52e-05,2.15402e+09,7.44727e+09
4,0.0001167,0.0837,3.3e-05,2.24631e+09,7.94376e+09
5,0.0001206,0.0856,3.5e-05,2.17367e+09,7.48983e+09
6,0.0001169,0.0838,3.31e-05,2.24246e+09,7.91976e+09
7,0.0001125,0.0816,3.09e-05,2.33017e+09,8.48362e+09
8,0.0001162,0.0881,2.81e-05,2.25597e+09,9.32897e+09
9,0.0001078,0.0789,2.89e-05,2.43176e+09,9.07073e+09
10,0.0001044,0.077,2.74e-05,2.51096e+09,9.5673e+09
11,0.000106,0.0781,2.79e-05,2.47306e+09,9.39584e+09
12,0.0001053,0.0775,2.78e-05,2.4895e+09,9.42964e+09
13,0.0001129,0.085,2.79e-05,2.32191e+09,9.39584e+09
14,0.0001054,0.0773,2.81e-05,2.48713e+09,9.32897e+09
15,0.0001075,0.0793,2.82e-05,2.43855e+09,9.29589e+09
16,0.0001062,0.0777,2.85e-05,2.4684e+09,9.19804e+09
