iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0044027,0.0001,0.0044026,5.95416e+07,5.9543e+07
2,0.0048018,0,0.0048018,5.45929e+07,5.45929e+07
3,0.0048337,0.0001,0.0048336,5.42326e+07,5.42337e+07
4,0.0048063,0.0001,0.0048062,5.45417e+07,5.45429e+07
5,0.0047423,0,0.0047423,5.52778e+07,5.52778e+07
6,0.0047135,0,0.0047135,5.56156e+07,5.56156e+07
7,0.0046622,0.0001,0.0046621,5.62275e+07,5.62287e+07
8,0.0046418,0.0001,0.0046417,5.64746e+07,5.64759e+07
9,0.0046152,0,0.0046152,5.68001e+07,5.68001e+07
10,0.004597,0,0.004597,5.7025e+07,5.7025e+07
11,0.004558,0.0001,0.0045579,5.75129e+07,5.75142e+07
12,0.004533,0.0001,0.0045329,5.78301e+07,5.78314e+07
13,0.0045042,0,0.0045042,5.81999e+07,5.81999e+07
14,0.0044777,0,0.0044777,5.85443e+07,5.85443e+07
15,0.0044584,0,0.0044584,5.87978e+07,5.87978e+07
16,0.0044351,0,0.0044351,5.91067e+07,5.91067e+07
