iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.134955,0.0002,0.134955,6.21585e+07,6.21586e+07
2,0.146832,0.0001,0.146832,5.71307e+07,5.71307e+07
3,0.147637,0.0001,0.147636,5.68193e+07,5.68194e+07
4,0.147001,0.0002,0.147,5.70651e+07,5.70652e+07
5,0.146117,0.0004,0.146117,5.74101e+07,5.74103e+07
6,0.143533,0.0001,0.143533,5.84438e+07,5.84439e+07
7,0.142853,0,0.142853,5.87221e+07,5.87221e+07
8,0.143227,0.0001,0.143227,5.85687e+07,5.85687e+07
9,0.140852,0,0.140852,5.95563e+07,5.95563e+07
10,0.139983,0.0001,0.139983,5.99259e+07,5.99259e+07
11,0.138631,0.0001,0.138631,6.05102e+07,6.05102e+07
12,0.138866,0.0001,0.138866,6.04081e+07,6.04082e+07
13,0.138084,0.0001,0.138084,6.07501e+07,6.07502e+07
14,0.136794,0.0001,0.136794,6.13228e+07,6.13229e+07
15,0.135959,0,0.135959,6.16996e+07,6.16996e+07
16,0.137171,0.0001,0.137171,6.11545e+07,6.11546e+07
