iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0179861,0.0002,0.0179859,5.82992e+07,5.82999e+07
2,0.0195953,0.0001,0.0195952,5.35116e+07,5.35119e+07
3,0.0197791,0.0002,0.0197789,5.30143e+07,5.30149e+07
4,0.0194582,0.0002,0.019458,5.38886e+07,5.38892e+07
5,0.0196143,0.0002,0.0196141,5.34598e+07,5.34603e+07
6,0.0189807,0.0001,0.0189806,5.52443e+07,5.52446e+07
7,0.0189274,0.0001,0.0189273,5.53999e+07,5.54002e+07
8,0.0191086,0.0002,0.0191084,5.48746e+07,5.48751e+07
9,0.0191568,0.0003,0.0191565,5.47365e+07,5.47373e+07
10,0.0185542,0.0001,0.0185541,5.65142e+07,5.65145e+07
11,0.0183517,0.0002,0.0183515,5.71378e+07,5.71384e+07
12,0.0182601,0.0001,0.01826,5.74244e+07,5.74248e+07
13,0.0181692,0.0002,0.018169,5.77117e+07,5.77124e+07
14,0.0185071,0.0002,0.0185069,5.6658e+07,5.66587e+07
15,0.0180279,0.0003,0.0180276,5.81641e+07,5.8165e+07
16,0.0181281,0.0001,0.018128,5.78426e+07,5.78429e+07
