iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0060349,0.0002,0.0060347,1.73752e+08,1.73758e+08
2,0.0044435,0.0002,0.0044433,2.3598e+08,2.3599e+08
3,0.0040152,0.0001,0.0040151,2.61152e+08,2.61158e+08
4,0.0045396,0.0001,0.0045395,2.30984e+08,2.30989e+08
5,0.0036126,0.0001,0.0036125,2.90255e+08,2.90263e+08
6,0.0044804,0.0001,0.0044803,2.34036e+08,2.34041e+08
7,0.0045727,0.0002,0.0045725,2.29312e+08,2.29322e+08
8,0.0038591,0,0.0038591,2.71715e+08,2.71715e+08
9,0.0041765,0.0002,0.0041763,2.51066e+08,2.51078e+08
10,0.0035091,0.0001,0.003509,2.98816e+08,2.98825e+08
11,0.0048837,0.0002,0.0048835,2.14709e+08,2.14718e+08
12,0.0039979,0,0.0039979,2.62282e+08,2.62282e+08
13,0.0038193,0.0001,0.0038192,2.74547e+08,2.74554e+08
14,0.0043051,0.0001,0.004305,2.43566e+08,2.43572e+08
15,0.0032838,0.0001,0.0032837,3.19318e+08,3.19328e+08
16,0.0038014,0.0002,0.0038012,2.75839e+08,2.75854e+08
