iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0045448,0,0.0045448,2.3072e+08,2.3072e+08
2,0.0035967,0.0001,0.0035966,2.91538e+08,2.91546e+08
3,0.0037692,0.0001,0.0037691,2.78196e+08,2.78203e+08
4,0.003956,0.0001,0.0039559,2.6506e+08,2.65066e+08
5,0.0038446,0.0001,0.0038445,2.7274e+08,2.72747e+08
6,0.0037057,0,0.0037057,2.82963e+08,2.82963e+08
7,0.0036494,0,0.0036494,2.87328e+08,2.87328e+08
8,0.0035036,0.0001,0.0035035,2.99285e+08,2.99294e+08
9,0.0037844,0,0.0037844,2.77079e+08,2.77079e+08
10,0.0035039,0.0001,0.0035038,2.9926e+08,2.99268e+08
11,0.0037515,0.0001,0.0037514,2.79508e+08,2.79516e+08
12,0.0036318,0.0001,0.0036317,2.88721e+08,2.88729e+08
13,0.0033102,0.0001,0.0033101,3.16771e+08,3.16781e+08
14,0.0034715,0.0001,0.0034714,3.02053e+08,3.02061e+08
15,0.003652,0,0.003652,2.87124e+08,2.87124e+08
16,0.0037164,0,0.0037164,2.82148e+08,2.82148e+08
