iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0021713,0.0997,0.0020716,1.20731e+08,1.26542e+08
2,0.0018166,0.0921,0.0017245,1.44305e+08,1.52012e+08
3,0.0018133,0.0877,0.0017256,1.44567e+08,1.51915e+08
4,0.0018121,0.087,0.0017251,1.44663e+08,1.51959e+08
5,0.0018143,0.0976,0.0017167,1.44488e+08,1.52702e+08
6,0.0018218,0.0921,0.0017297,1.43893e+08,1.51555e+08
7,0.0018124,0.0975,0.0017149,1.44639e+08,1.52863e+08
8,0.0023142,0.0919,0.0022223,1.13276e+08,1.17961e+08
9,0.0018137,0.0903,0.0017234,1.44535e+08,1.52109e+08
10,0.0018164,0.0886,0.0017278,1.44321e+08,1.51721e+08
11,0.0018119,0.0918,0.0017201,1.44679e+08,1.524e+08
12,0.0018136,0.0873,0.0017263,1.44543e+08,1.51853e+08
13,0.0018116,0.0879,0.0017237,1.44703e+08,1.52082e+08
14,0.0018113,0.0874,0.0017239,1.44727e+08,1.52065e+08
15,0.001813,0.0866,0.0017264,1.44591e+08,1.51844e+08
16,0.0018178,0.0882,0.0017296,1.44209e+08,1.51563e+08
