iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,453.515,168.057,453.347,2.3676e+06,2.36848e+06
2,453.558,166.829,453.391,2.36738e+06,2.36825e+06
3,453.559,168.396,453.391,2.36737e+06,2.36825e+06
4,453.597,169.176,453.427,2.36717e+06,2.36806e+06
5,453.554,167.19,453.387,2.36739e+06,2.36827e+06
6,453.551,166.994,453.384,2.36741e+06,2.36828e+06
7,453.706,167.022,453.539,2.3666e+06,2.36748e+06
8,453.599,166.51,453.433,2.36716e+06,2.36803e+06
9,453.558,167.697,453.39,2.36738e+06,2.36825e+06
10,453.586,167.936,453.418,2.36723e+06,2.36811e+06
11,453.552,167.005,453.385,2.3674e+06,2.36828e+06
12,453.596,167.124,453.428,2.36718e+06,2.36805e+06
13,453.531,168.186,453.363,2.36752e+06,2.3684e+06
14,453.58,167.147,453.413,2.36726e+06,2.36813e+06
15,453.715,166.769,453.548,2.36656e+06,2.36743e+06
16,453.6,167.403,453.433,2.36715e+06,2.36803e+06
