iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0044241,0.0001,0.004424,2.37015e+08,2.3702e+08
2,0.0038968,0.0001,0.0038967,2.69086e+08,2.69093e+08
3,0.0041192,0.0001,0.0041191,2.54558e+08,2.54564e+08
4,0.0036868,0.0001,0.0036867,2.84414e+08,2.84421e+08
5,0.0039435,0,0.0039435,2.659e+08,2.659e+08
6,0.004212,0.0001,0.0042119,2.4895e+08,2.48956e+08
7,0.0036793,0,0.0036793,2.84993e+08,2.84993e+08
8,0.0038999,0.0001,0.0038998,2.68873e+08,2.68879e+08
9,0.0035622,0.0001,0.0035621,2.94362e+08,2.9437e+08
10,0.0035996,0.0001,0.0035995,2.91303e+08,2.91312e+08
11,0.0036109,0.0001,0.0036108,2.90392e+08,2.904e+08
12,0.0038668,0,0.0038668,2.71174e+08,2.71174e+08
13,0.0034112,0.0001,0.0034111,3.07392e+08,3.07401e+08
14,0.0034873,0.0001,0.0034872,3.00684e+08,3.00693e+08
15,0.0033914,0.0001,0.0033913,3.09187e+08,3.09196e+08
16,0.0035884,0.0001,0.0035883,2.92213e+08,2.92221e+08
