iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.192725,0.0001,0.192725,3.4821e+08,3.4821e+08
2,0.1974,0.0002,0.1974,3.39963e+08,3.39964e+08
3,0.195877,0.0002,0.195876,3.42608e+08,3.42608e+08
4,0.196051,0.0004,0.19605,3.42303e+08,3.42304e+08
5,0.202553,0.0002,0.202553,3.31315e+08,3.31315e+08
6,0.194126,0.0002,0.194126,3.45697e+08,3.45697e+08
7,0.196714,0.0002,0.196714,3.41149e+08,3.4115e+08
8,0.191732,0.0003,0.191732,3.50014e+08,3.50015e+08
9,0.1948,0.0002,0.1948,3.44501e+08,3.44501e+08
10,0.210193,0.0002,0.210193,3.19273e+08,3.19273e+08
11,0.193907,0.0002,0.193907,3.46088e+08,3.46089e+08
12,0.187097,0.0002,0.187097,3.58684e+08,3.58685e+08
13,0.187099,0.0002,0.187099,3.58681e+08,3.58682e+08
14,0.18627,0.0001,0.18627,3.60277e+08,3.60278e+08
15,0.188331,0.0001,0.188331,3.56335e+08,3.56335e+08
16,0.191657,0.0002,0.191657,3.5015e+08,3.50151e+08
