iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0123483,10.4366,0.0019117,5.43466e+09,3.51043e+10
2,0.0119079,10.4253,0.0014826,5.63566e+09,4.52643e+10
3,0.011934,10.4523,0.0014817,5.62333e+09,4.52918e+10
4,0.0119084,10.4268,0.0014816,5.63542e+09,4.52949e+10
5,0.0119052,10.425,0.0014802,5.63694e+09,4.53377e+10
6,0.0119307,10.4498,0.0014809,5.62489e+09,4.53163e+10
7,0.0120723,10.5924,0.0014799,5.55891e+09,4.53469e+10
8,0.0121342,10.4893,0.0016449,5.53056e+09,4.07981e+10
9,0.0119967,10.5163,0.0014804,5.59394e+09,4.53316e+10
10,0.0121379,10.6579,0.00148,5.52887e+09,4.53438e+10
11,0.0120644,10.5847,0.0014797,5.56255e+09,4.5353e+10
12,0.0119599,10.4852,0.0014747,5.61116e+09,4.55068e+10
13,0.0118933,10.5439,0.0013494,5.64258e+09,4.97324e+10
14,0.0119084,10.5596,0.0013488,5.63542e+09,4.97545e+10
15,0.0120989,10.7502,0.0013487,5.54669e+09,4.97582e+10
16,0.0121353,10.7801,0.0013552,5.53005e+09,4.95195e+10
