iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0006128,0.3249,0.0002879,1.71112e+09,3.64215e+09
2,0.0004555,0.4457,9.8e-06,2.30203e+09,1.06998e+11
3,0.0004532,0.4401,1.31e-05,2.31372e+09,8.0044e+10
4,0.0004774,0.4564,2.1e-05,2.19643e+09,4.99322e+10
5,0.0005015,0.4852,1.63e-05,2.09088e+09,6.43298e+10
6,0.0004463,0.4322,1.41e-05,2.34949e+09,7.43671e+10
7,0.0003745,0.361,1.35e-05,2.79994e+09,7.76723e+10
8,0.0003172,0.3065,1.07e-05,3.30573e+09,9.79978e+10
9,0.0002967,0.2896,7.1e-06,3.53413e+09,1.47687e+11
10,0.0002956,0.2889,6.7e-06,3.54728e+09,1.56504e+11
11,0.0002897,0.283,6.7e-06,3.61952e+09,1.56504e+11
12,0.0003079,0.2918,1.61e-05,3.40557e+09,6.51289e+10
13,0.0002775,0.2705,7e-06,3.77865e+09,1.49797e+11
14,0.000278,0.2715,6.5e-06,3.77186e+09,1.61319e+11
15,0.0002959,0.2901,5.8e-06,3.54368e+09,1.80789e+11
16,0.0002869,0.2806,6.3e-06,3.65485e+09,1.66441e+11
