iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0055236,0.0001,0.0055235,1.89836e+08,1.89839e+08
2,0.0043334,0,0.0043334,2.41975e+08,2.41975e+08
3,0.0042799,0,0.0042799,2.45e+08,2.45e+08
4,0.0042609,0.0001,0.0042608,2.46093e+08,2.46098e+08
5,0.0048899,0.0001,0.0048898,2.14437e+08,2.14441e+08
6,0.0044793,0.0001,0.0044792,2.34094e+08,2.34099e+08
7,0.0042265,0.0001,0.0042264,2.48096e+08,2.48101e+08
8,0.0040588,0.0001,0.0040587,2.58346e+08,2.58353e+08
9,0.004295,0,0.004295,2.44139e+08,2.44139e+08
10,0.0043278,0.0001,0.0043277,2.42288e+08,2.42294e+08
11,0.0041261,0.0001,0.004126,2.54132e+08,2.54139e+08
12,0.0040549,0.0001,0.0040548,2.58595e+08,2.58601e+08
13,0.0037952,0.0001,0.0037951,2.7629e+08,2.76297e+08
14,0.0037302,0.0001,0.0037301,2.81104e+08,2.81112e+08
15,0.0038188,0.0001,0.0038187,2.74583e+08,2.7459e+08
16,0.0035967,0.0001,0.0035966,2.91538e+08,2.91546e+08
