iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0044539,0.0003,0.0044536,5.88572e+07,5.88611e+07
2,0.0048589,0.0001,0.0048588,5.39513e+07,5.39524e+07
3,0.0049202,0.0002,0.00492,5.32791e+07,5.32813e+07
4,0.004839,0.0002,0.0048388,5.41732e+07,5.41754e+07
5,0.0048092,0.0001,0.0048091,5.45089e+07,5.451e+07
6,0.0047591,0.0001,0.004759,5.50827e+07,5.50838e+07
7,0.0047196,0.0001,0.0047195,5.55437e+07,5.55449e+07
8,0.0047013,0.0001,0.0047012,5.57599e+07,5.57611e+07
9,0.0046776,0.0002,0.0046774,5.60424e+07,5.60448e+07
10,0.0046275,0.0002,0.0046273,5.66492e+07,5.66516e+07
11,0.0046147,0.0001,0.0046146,5.68063e+07,5.68075e+07
12,0.0045824,0.0002,0.0045822,5.72067e+07,5.72092e+07
13,0.0047222,0.0001,0.0047221,5.55131e+07,5.55143e+07
14,0.0045516,0,0.0045516,5.75938e+07,5.75938e+07
15,0.0045083,0.0005,0.0045078,5.8147e+07,5.81534e+07
16,0.0044884,0,0.0044884,5.84048e+07,5.84048e+07
