iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0325252,32.1062,0.000419,2.57911e+08,2.00205e+10
2,0.03281,32.5315,0.0002785,2.55672e+08,3.01207e+10
3,0.0329288,32.5027,0.0004261,2.5475e+08,1.96869e+10
4,0.0318931,31.4664,0.0004267,2.63023e+08,1.96593e+10
5,0.0299416,29.6451,0.0002965,2.80166e+08,2.82921e+10
6,0.0305452,30.3341,0.0002111,2.74629e+08,3.97376e+10
7,0.0297071,29.4298,0.0002773,2.82377e+08,3.0251e+10
8,0.0308037,30.5851,0.0002186,2.72325e+08,3.83742e+10
9,0.0325382,32.2591,0.0002791,2.57808e+08,3.00559e+10
10,0.0325686,32.0585,0.0005101,2.57567e+08,1.6445e+10
11,0.0363788,36.0967,0.0002821,2.30591e+08,2.97363e+10
12,0.0322698,31.9654,0.0003044,2.59952e+08,2.75578e+10
13,0.0316767,31.3869,0.0002898,2.6482e+08,2.89462e+10
14,0.0315178,31.2421,0.0002757,2.66155e+08,3.04266e+10
15,0.031839,31.5642,0.0002748,2.6347e+08,3.05262e+10
16,0.0317372,31.459,0.0002782,2.64315e+08,3.01532e+10
