iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,2.99174,0.0001,2.99174,3.58903e+08,3.58903e+08
2,3.09221,0.0001,3.09221,3.47241e+08,3.47241e+08
3,3.14909,0.0002,3.14909,3.40969e+08,3.40969e+08
4,3.03687,0.0001,3.03687,3.53569e+08,3.53569e+08
5,3.18773,0.0001,3.18773,3.36836e+08,3.36836e+08
6,3.12231,0.0001,3.12231,3.43893e+08,3.43893e+08
7,3.04287,0.0001,3.04287,3.52871e+08,3.52871e+08
8,3.11199,0.0001,3.11199,3.45034e+08,3.45034e+08
9,3.12857,0.0002,3.12857,3.43205e+08,3.43205e+08
10,2.98955,0.0002,2.98955,3.59165e+08,3.59165e+08
11,3.08924,0.0001,3.08924,3.47574e+08,3.47574e+08
12,3.04455,0.0001,3.04454,3.52677e+08,3.52677e+08
13,2.99082,0.0001,2.99082,3.59013e+08,3.59013e+08
14,3.04248,0.0001,3.04248,3.52917e+08,3.52917e+08
15,2.98536,0.0001,2.98536,3.59669e+08,3.59669e+08
16,3.04377,0.0001,3.04377,3.52767e+08,3.52767e+08
