iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.137606,0.0002,0.137606,6.0961e+07,6.09611e+07
2,0.149551,0.0001,0.149551,5.60921e+07,5.60921e+07
3,0.150691,0.0002,0.150691,5.56677e+07,5.56678e+07
4,0.149314,0.0002,0.149313,5.61812e+07,5.61813e+07
5,0.146748,0.0001,0.146748,5.71633e+07,5.71633e+07
6,0.143181,0.0001,0.14318,5.85876e+07,5.85876e+07
7,0.143109,0,0.143109,5.8617e+07,5.8617e+07
8,0.142926,0.0001,0.142926,5.86919e+07,5.86919e+07
9,0.140734,0.0001,0.140734,5.9606e+07,5.9606e+07
10,0.139694,0.0001,0.139694,6.00499e+07,6.005e+07
11,0.140308,0.0001,0.140308,5.97873e+07,5.97873e+07
12,0.1399,0.0001,0.1399,5.99614e+07,5.99615e+07
13,0.137282,0,0.137282,6.11052e+07,6.11052e+07
14,0.136635,0.0001,0.136634,6.13945e+07,6.13945e+07
15,0.136987,0.0001,0.136986,6.12367e+07,6.12368e+07
16,0.136329,0.0001,0.136329,6.1532e+07,6.15321e+07
