iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0020103,1.4417,0.0005686,4.17281e+09,1.47531e+10
2,0.0020904,1.874,0.0002164,4.01292e+09,3.87644e+10
3,0.0016825,1.3977,0.0002848,4.9858e+09,2.94544e+10
4,0.0016116,1.3971,0.0002145,5.20514e+09,3.91077e+10
5,0.001801,1.5902,0.0002108,4.65775e+09,3.97942e+10
6,0.0019763,1.6817,0.0002946,4.2446e+09,2.84746e+10
7,0.0017332,1.4482,0.000285,4.83995e+09,2.94337e+10
8,0.0017446,1.5329,0.0002117,4.80833e+09,3.9625e+10
9,0.0025407,2.3223,0.0002184,3.30169e+09,3.84094e+10
10,0.0017447,1.4605,0.0002842,4.80805e+09,2.95166e+10
11,0.001673,1.4604,0.0002126,5.01411e+09,3.94572e+10
12,0.0016831,1.4676,0.0002155,4.98402e+09,3.89263e+10
13,0.0018388,1.6257,0.0002131,4.562e+09,3.93647e+10
14,0.0016779,1.3968,0.0002811,4.99947e+09,2.98421e+10
15,0.0015999,1.3876,0.0002123,5.24321e+09,3.9513e+10
16,0.0016638,1.4532,0.0002106,5.04184e+09,3.98319e+10
