iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0007432,2.8664,-0.0021232,1.12871e+10,-3.95093e+09
2,0.0003244,2.848,-0.0025236,2.58588e+10,-3.32406e+09
3,0.0003229,2.8701,-0.0025472,2.5979e+10,-3.29327e+09
4,0.0003225,2.8167,-0.0024942,2.60112e+10,-3.36325e+09
5,0.0003221,2.7967,-0.0024746,2.60435e+10,-3.38988e+09
6,0.0003223,2.8189,-0.0024966,2.60273e+10,-3.36001e+09
7,0.0003217,2.8347,-0.002513,2.60759e+10,-3.33809e+09
8,0.0003221,2.807,-0.0024849,2.60435e+10,-3.37583e+09
9,0.0003219,2.8536,-0.0025317,2.60597e+10,-3.31343e+09
10,0.0003223,2.9009,-0.0025786,2.60273e+10,-3.25316e+09
11,0.0003232,2.8198,-0.0024966,2.59549e+10,-3.36001e+09
12,0.0003222,2.9212,-0.002599,2.60354e+10,-3.22763e+09
13,0.0003227,2.7948,-0.0024721,2.59951e+10,-3.39331e+09
14,0.0003225,2.8107,-0.0024882,2.60112e+10,-3.37136e+09
15,0.000322,2.7985,-0.0024765,2.60516e+10,-3.38728e+09
16,0.0003222,2.8433,-0.0025211,2.60354e+10,-3.32736e+09
