iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,1.10402,0.0002,1.10402,6.07858e+07,6.07858e+07
2,1.216,0.0002,1.216,5.51883e+07,5.51883e+07
3,1.20262,0.0003,1.20261,5.58024e+07,5.58025e+07
4,1.1995,0.0003,1.1995,5.59474e+07,5.59474e+07
5,1.20083,0.0002,1.20083,5.58853e+07,5.58853e+07
6,1.18598,0.0002,1.18598,5.65851e+07,5.65851e+07
7,1.17552,0.0003,1.17552,5.70887e+07,5.70887e+07
8,1.16405,0.0002,1.16405,5.76512e+07,5.76512e+07
9,1.16596,0.0002,1.16596,5.75569e+07,5.75569e+07
10,1.16581,0.0002,1.16581,5.7564e+07,5.7564e+07
11,1.154,0.0002,1.154,5.81535e+07,5.81535e+07
12,1.13828,0.0003,1.13828,5.89562e+07,5.89562e+07
13,1.13882,0.0002,1.13882,5.89282e+07,5.89282e+07
14,1.11427,0.0003,1.11427,6.02265e+07,6.02265e+07
15,1.11238,0.0003,1.11238,6.03291e+07,6.03291e+07
16,1.11807,0.0002,1.11807,6.0022e+07,6.0022e+07
