iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.193489,169.3,0.0241893,5.54936e+09,4.43891e+10
2,0.186827,165.2,0.0216274,5.74724e+09,4.96473e+10
3,0.187696,166.498,0.0211983,5.72064e+09,5.06523e+10
4,0.186535,165.28,0.0212559,5.75623e+09,5.0515e+10
5,0.187469,166.274,0.0211957,5.72756e+09,5.06585e+10
6,0.188038,166.785,0.0212535,5.71024e+09,5.05207e+10
7,0.188442,167.18,0.0212614,5.698e+09,5.05019e+10
8,0.189613,168.352,0.0212604,5.66281e+09,5.05043e+10
9,0.187723,166.469,0.0212542,5.71982e+09,5.0519e+10
10,0.187277,166.021,0.0212565,5.73343e+09,5.05136e+10
11,0.194975,172.869,0.022106,5.50706e+09,4.85724e+10
12,0.20423,180.025,0.0242056,5.25751e+09,4.43592e+10
13,0.19355,172.287,0.0212628,5.54761e+09,5.04986e+10
14,0.197891,174.302,0.0235892,5.42592e+09,4.55184e+10
15,0.18867,166.036,0.0226344,5.69111e+09,4.74385e+10
16,0.187273,166.019,0.0212536,5.73356e+09,5.05205e+10
