iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,1.07301,0.0002,1.073,6.25429e+07,6.25429e+07
2,1.17866,0.0002,1.17866,5.69365e+07,5.69365e+07
3,1.18646,0.0002,1.18646,5.65621e+07,5.65621e+07
4,1.16427,0.0002,1.16427,5.76402e+07,5.76402e+07
5,1.15768,0.0001,1.15768,5.79685e+07,5.79685e+07
6,1.14844,0.0002,1.14844,5.8435e+07,5.8435e+07
7,1.13911,0.0001,1.13911,5.89136e+07,5.89136e+07
8,1.13412,0.0002,1.13412,5.91725e+07,5.91725e+07
9,1.12568,0.0001,1.12568,5.96162e+07,5.96162e+07
10,1.11637,0.0001,1.11637,6.01136e+07,6.01136e+07
11,1.11209,0.0001,1.11209,6.03447e+07,6.03447e+07
12,1.10565,0.0001,1.10565,6.06963e+07,6.06963e+07
13,1.09773,0.0002,1.09773,6.11342e+07,6.11342e+07
14,1.09092,0.0002,1.09092,6.15158e+07,6.15158e+07
15,1.08763,0.0002,1.08763,6.1702e+07,6.1702e+07
16,1.08429,0.0006,1.08429,6.18919e+07,6.18919e+07
