iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.142533,0.0002,0.142532,5.8854e+07,5.8854e+07
2,0.15671,0.0003,0.15671,5.35294e+07,5.35295e+07
3,0.157053,0.0002,0.157053,5.34125e+07,5.34126e+07
4,0.152065,0.0001,0.152065,5.51645e+07,5.51645e+07
5,0.151153,0.0002,0.151153,5.54974e+07,5.54975e+07
6,0.150358,0.0003,0.150357,5.5791e+07,5.57911e+07
7,0.148163,0.0002,0.148163,5.66174e+07,5.66175e+07
8,0.144618,0.0003,0.144618,5.80052e+07,5.80053e+07
9,0.145728,0.0001,0.145728,5.75633e+07,5.75633e+07
10,0.145992,0.0002,0.145992,5.74592e+07,5.74593e+07
11,0.144092,0.0002,0.144091,5.82172e+07,5.82173e+07
12,0.142294,0.0005,0.142293,5.89528e+07,5.8953e+07
13,0.141978,0.0002,0.141977,5.9084e+07,5.90841e+07
14,0.138965,0.0002,0.138965,6.03649e+07,6.0365e+07
15,0.141503,0.0002,0.141503,5.92821e+07,5.92822e+07
16,0.141256,0.0003,0.141255,5.9386e+07,5.93861e+07
