iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0122959,0.2957,0.0120002,8.52785e+07,8.73799e+07
2,0.0117375,0.2829,0.0114546,8.93355e+07,9.15419e+07
3,0.011734,0.2824,0.0114516,8.93622e+07,9.15659e+07
4,0.0117337,0.2748,0.0114589,8.93645e+07,9.15076e+07
5,0.0117354,0.2719,0.0114635,8.93515e+07,9.14708e+07
6,0.011732,0.2814,0.0114506,8.93774e+07,9.15739e+07
7,0.0117323,0.2756,0.0114567,8.93751e+07,9.15251e+07
8,0.0117337,0.2736,0.0114601,8.93645e+07,9.1498e+07
9,0.0117315,0.2875,0.011444,8.93812e+07,9.16267e+07
10,0.0117315,0.2749,0.0114566,8.93812e+07,9.15259e+07
11,0.0117337,0.2706,0.0114631,8.93645e+07,9.1474e+07
12,0.0117331,0.2723,0.0114608,8.9369e+07,9.14924e+07
13,0.0117312,0.2691,0.0114621,8.93835e+07,9.1482e+07
14,0.0117329,0.2688,0.0114641,8.93706e+07,9.14661e+07
15,0.0117305,0.2671,0.0114634,8.93889e+07,9.14716e+07
16,0.0117326,0.2755,0.0114571,8.93729e+07,9.15219e+07
