iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.182294,0.0002,0.182294,3.68135e+08,3.68136e+08
2,0.188187,0.0001,0.188187,3.56607e+08,3.56607e+08
3,0.187226,0.0001,0.187226,3.58438e+08,3.58438e+08
4,0.185624,0.0001,0.185624,3.61531e+08,3.61531e+08
5,0.1851,0.0002,0.1851,3.62554e+08,3.62554e+08
6,0.188973,0.0002,0.188973,3.55124e+08,3.55125e+08
7,0.18884,0.0002,0.18884,3.55374e+08,3.55374e+08
8,0.187104,0.0004,0.187104,3.58671e+08,3.58672e+08
9,0.182946,0.0001,0.182946,3.66823e+08,3.66823e+08
10,0.185533,0.0001,0.185533,3.61709e+08,3.61709e+08
11,0.182505,0.0001,0.182505,3.67709e+08,3.67709e+08
12,0.181881,0.0002,0.181881,3.68972e+08,3.68972e+08
13,0.180769,0.0005,0.180769,3.71241e+08,3.71242e+08
14,0.184104,0.0002,0.184104,3.64516e+08,3.64517e+08
15,0.182085,0.0002,0.182085,3.68558e+08,3.68559e+08
16,0.183217,0.0002,0.183217,3.6628e+08,3.66281e+08
