iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0002178,12.651,-0.0124332,3.08122e+11,-5.39755e+09
2,7e-06,10.4598,-0.0104528,9.58698e+12,-6.42018e+09
3,5.8e-06,10.4917,-0.0104859,1.15705e+13,-6.39991e+09
4,5.2e-06,10.457,-0.0104518,1.29056e+13,-6.42079e+09
5,5.6e-06,10.5062,-0.0105006,1.19837e+13,-6.39096e+09
6,5.1e-06,10.4827,-0.0104776,1.31586e+13,-6.40498e+09
7,5.2e-06,10.539,-0.0105338,1.29056e+13,-6.37081e+09
8,5.6e-06,10.5066,-0.010501,1.19837e+13,-6.39071e+09
9,4.9e-06,10.4869,-0.010482,1.36957e+13,-6.4023e+09
10,5.1e-06,10.4532,-0.0104481,1.31586e+13,-6.42307e+09
11,5.2e-06,10.4816,-0.0104764,1.29056e+13,-6.40572e+09
12,5e-06,10.4801,-0.0104751,1.34218e+13,-6.40651e+09
13,4.9e-06,10.4673,-0.0104624,1.36957e+13,-6.41429e+09
14,5e-06,10.5139,-0.0105089,1.34218e+13,-6.38591e+09
15,5e-06,10.4651,-0.0104601,1.34218e+13,-6.4157e+09
16,5.2e-06,10.5113,-0.0105061,1.29056e+13,-6.38761e+09
