iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.0004911,0.1034,0.0003877,5.33789e+08,6.76152e+08
2,0.0001004,0.094,6.4e-06,2.611e+09,4.096e+10
3,9.23e-05,0.0868,5.5e-06,2.84013e+09,4.76625e+10
4,8.49e-05,0.0807,4.2e-06,3.08768e+09,6.24152e+10
5,9.78e-05,0.0859,1.19e-05,2.68041e+09,2.20289e+10
6,8.43e-05,0.0802,4.1e-06,3.10966e+09,6.39376e+10
7,8.73e-05,0.0832,4.1e-06,3.00279e+09,6.39376e+10
8,8.82e-05,0.0842,4e-06,2.97215e+09,6.5536e+10
9,8.74e-05,0.0832,4.2e-06,2.99936e+09,6.24152e+10
10,8.9e-05,0.0852,3.8e-06,2.94544e+09,6.89853e+10
11,8.91e-05,0.0842,4.9e-06,2.94213e+09,5.34988e+10
12,9.57e-05,0.0841,1.16e-05,2.73923e+09,2.25986e+10
13,8.81e-05,0.0833,4.8e-06,2.97553e+09,5.46133e+10
14,8.75e-05,0.0835,4e-06,2.99593e+09,6.5536e+10
15,8.69e-05,0.0829,4e-06,3.01662e+09,6.5536e+10
16,8.86e-05,0.0843,4.3e-06,2.95874e+09,6.09637e+10
