iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.899236,0.0002,0.899236,7.46288e+07,7.46288e+07
2,0.978275,0.0002,0.978275,6.85992e+07,6.85992e+07
3,0.978157,0.0002,0.978157,6.86074e+07,6.86074e+07
4,0.962054,0.0003,0.962054,6.97558e+07,6.97559e+07
5,0.959986,0.0002,0.959986,6.9906e+07,6.99061e+07
6,0.946862,0.0002,0.946862,7.0875e+07,7.0875e+07
7,0.944638,0.0003,0.944637,7.10419e+07,7.10419e+07
8,0.933821,0.0003,0.933821,7.18648e+07,7.18648e+07
9,0.928128,0.0002,0.928128,7.23056e+07,7.23056e+07
10,0.921198,0.0003,0.921198,7.28495e+07,7.28496e+07
11,0.919468,0.0003,0.919468,7.29866e+07,7.29867e+07
12,0.911184,0.0001,0.911184,7.36502e+07,7.36502e+07
13,0.908572,0.0002,0.908572,7.38619e+07,7.38619e+07
14,0.894216,0.0005,0.894215,7.50477e+07,7.50478e+07
15,0.892967,0.0001,0.892967,7.51526e+07,7.51527e+07
16,0.889764,0.0001,0.889764,7.54232e+07,7.54232e+07
