iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,7.05295,10.6496,7.0423,9.515e+06,9.52939e+06
2,7.05493,10.7399,7.04419,9.51233e+06,9.52684e+06
3,7.05415,10.5238,7.04362,9.51339e+06,9.52761e+06
4,7.05325,10.924,7.04232,9.51461e+06,9.52936e+06
5,7.05952,10.9313,7.04859,9.50615e+06,9.52089e+06
6,7.06324,10.9237,7.05231,9.50115e+06,9.51587e+06
7,7.06391,10.6753,7.05324,9.50024e+06,9.51462e+06
8,7.06493,10.684,7.05424,9.49888e+06,9.51326e+06
9,7.06591,10.8927,7.05502,9.49755e+06,9.51221e+06
10,7.06609,10.8793,7.05521,9.49731e+06,9.51196e+06
11,7.06447,10.9961,7.05348,9.49949e+06,9.5143e+06
12,7.06487,10.6783,7.0542,9.49895e+06,9.51333e+06
13,7.06483,10.8429,7.05399,9.49901e+06,9.51361e+06
14,7.06361,10.8664,7.05275,9.50064e+06,9.51528e+06
15,7.06423,10.6843,7.05355,9.49981e+06,9.5142e+06
16,7.06417,10.8527,7.05331,9.4999e+06,9.51452e+06
