iterationNumber,iterationDuration(s),timeToCopy(s),timeProcessingOnly(s),cellsPerSecond,cellsPerSecondNoCopy
1,0.923497,0.0001,0.923497,7.26682e+07,7.26682e+07
2,0.987303,0.0002,0.987303,6.79719e+07,6.79719e+07
3,0.985501,0.0002,0.9855,6.80962e+07,6.80962e+07
4,0.97318,0.0005,0.973179,6.89584e+07,6.89584e+07
5,0.972352,0.0002,0.972352,6.90171e+07,6.90171e+07
6,0.956157,0.0002,0.956157,7.01861e+07,7.01861e+07
7,0.948814,0.0002,0.948814,7.07292e+07,7.07292e+07
8,0.941727,0.0002,0.941726,7.12615e+07,7.12615e+07
9,0.936956,0.0001,0.936956,7.16244e+07,7.16244e+07
10,0.92909,0.0002,0.92909,7.22308e+07,7.22308e+07
11,0.926094,0.0002,0.926094,7.24644e+07,7.24644e+07
12,0.915357,0.0001,0.915357,7.33144e+07,7.33144e+07
13,0.913054,0.0002,0.913053,7.34994e+07,7.34994e+07
14,0.905333,0.0003,0.905333,7.41262e+07,7.41262e+07
15,0.901665,0.0002,0.901665,7.44277e+07,7.44277e+07
16,0.894872,0.0001,0.894872,7.49927e+07,7.49927e+07
